Texto;Ementa;Vereador;Data;Nota;isUtil
"Art. I Antes de encaminharem o nome de consumidor inadimplente para registro de negativação por empresas que mantêm banco de dados de consumidores para proteção ao crédito, as lojas, agências bancárias e empresas que protegem o crédito ficam obrigadas a notificar ao consumidor, por meio de duas cartas registradas, a negativação em sistema no prazo de trinta dias.
S 1 As cartas registradas devem ser enviadas no período de trinta dias ao consumidor inadimplente.
S 2 Somente após ciência do consumidor inadimplente, as lojas, agências bancárias e empresas que protegem o crédito deverão encaminhar o nome deste para registro de negativação.
Art. 2 As lojas, agências bancárias e empresas que protegem o crédito ficam obrigadas a excluir do banco de dados a negativação do nome do consumidor no prazo máximo de cinco dias úteis após a comprovação de quitação do débito,
Art. 3 0 descumprimento desta Lei sujeitará o infrator às seguintes penalidades:
I	- multa de 5.000 (cinco mil) Unidades Fiscais de Campinas — UFICs,
II	- multa diária de 3.000 (três mil) UFICs até a adequação à Lei.
Art. 4 0 Poder Executivo municipal regulamentará esta Lei no prazo de sessenta dias contados a partir da data de sua publicação.
Art. 5 Ficam revogadas as disposições em contrário.";DISPÕE SOBRE A OBRIGATORIEDADE DE AS EMPRESAS CREDORAS NOTIFICAREM SEUS CONSUMIDORES INADIMPLENTES POR MEIO DE CARTAS REGISTRADAS ANTES DA NEGATIVAÇÃO E DÁ OUTRAS PROVIDÊNCIAS.;Cidão Santos;2019;6;não
"Art. 1 Fica concedido desconto de vinte e cinco por cento no pagamento do Imposto Predial e Territorial Urbano (IPT U), relativo aos imóveis onde há ponto de ônibus, defronte a calçada.
S 1 — Serão beneficiados pelo desconto de que trata o ""caput"" deste artigo os imóveis onde há ponto de ônibus, defronte sua calçada.
S 2 — Estão incluídos do disposto do ""caput"" deste artigo tanto imóveis, comerciais como residenciais, que são prejudicados com a fixação do ponto de ônibus, defronte a sua calçada.
S 3 — No caso de mudança ou alteração do local de ponto de ônibus, o benefício será suspenso, contemplando-se os contribuintes com imóveis localizados no novo local, sempre observando o disposto nos SS 10 e 20 .
Art. 2 —A Prefeitura Municipal, independente de pedido do contribuinte, deverá proceder ao desconto à época do lançamento do imposto.
Art. 3 — Esta Lei entra em vigor na data da sua publicação.";DISPÕE SOBRE O DESCONTO DE VINTE POR CENTO NO PAGAMENTO DO IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU), RELATIVO AOS IMÓVEIS ONDE HÁ PONTO DE ÔNIBUS DEFRONTE.;Carlão do PT;2019;7;não
"Art. 1 Fica denominado Praça Benedito Carlos Martins o Sistema de Lazer 02 (Quarteirão 17.039, Código Cartográfico 3413.2420.0526, com área de 1.109,03m 2) do loteamento Residencial Jardim Irene, situado entre a Rua 02 e a Área Verde 2, no mesmo loteamento.
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA PRAÇA BENEDITO CARLOS MARTINS UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;Jorge Schneider;2019;9;não
"Art. 1 Fica denominada Rua Osvualte Darri a Rua 06 do loteamento Residencial Villa Garden, com início na Rua Francisco Antonio Pinto (prolongamento da Rua 14 do Parque Industrial) e término na Avenida 01 do mesmo loteamento.
Art. 2 Esta Lei entra em vigor na data de sua publicação.";DENOMINA RUA OSVUALTE DARRI UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Zé Carlos;2019;9;não
"Art. I Fica assegurada à criança e ao adolescente cujo pai, mãe ou responsável seja pessoa com deficiência ou com idade igual ou superior a sessenta anos a prioridade de vaga na unidade da rede pública municipal de ensino mais próxima de sua residência.
I  Para o fim do disposto no caput deste artigo, a pessoa com deficiência ou com idade igual ou superior a sessenta anos deverá solicitar o cadastramento diretamente às unidades da rede pública municipal de ensino que sejam de interesse da família, mediante apresentação de:
I	- documento de identificação da criança ou do adolescente,
II	- documento do pai, mãe ou responsável que ateste a condição de pessoa com deficiência ou a idade superior a sessenta anos, e
III	- comprovante de residência.
S 2 No caso de o responsável não ser um dos pais da criança ou do adolescente, será necessário apresentar certidão que comprove sua guarda.
Art. 2 As despesas decorrentes da implantação desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário.
Art. 3 Esta Lei entra em vigor na data de sua publicação.";ASSEGURA À CRIANÇA E AO ADOLESCENTE CUJO PAI, MÃE OU RESPONSÁVEL SEJA PESSOA COM DEFICIÊNCIA OU COM IDADE IGUAL OU SUPERIOR A SESSENTA ANOS PRIORIDADE DE VAGA NA UNIDADE DA REDE PÚBLICA MUNICIPAL DE ENSINO MAIS PRÓXIMA DE SUA RESIDÊNCIA.;Carmo Luiz;2019;7;não
O PROJETO DE LEI PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 68/19.;PROÍBE A CONSTRUÇÃO DE BARRAGENS CUJA OPERAÇÃO TENHA QUALQUER ABRANGÊNCIA NO TERRITÓRIO DE CAMPINAS SEM A APRESENTAÇÃO DE PLANO DE SEGURANÇA DE BARRAGENS.;Mariana Conti;2019;2;sim
"A Câmara Municipal aprovou e eu, Prefeito do Município de Campinas, sanciono e promulgo a seguinte lei:
Art. 1 Fica revogada a Lei no 12.116, de 15 de outubro de 2004.
Art. 2 Esta Lei entra em vigor na data de sua publicação.
Art. 3 Ficam revogadas as disposições em contrário";"DISPÕE SOBRE A REVOGAÇÃO DA LEI Nº 12.116, DE 15 DE OUTUBRO DE 2004, QUE ""DISPÕE SOBRE A OBRIGATORIEDADE DE ESTABELECIMENTO COMERCIAL MANTER EXEMPLAR DO CÓDIGO DE PROTEÇÃO E DEFESA DO CONSUMIDOR DISPONÍVEL PARA CONSULTA.";Prefeito Municipal;2019;2;sim
"A Câmara Municipal aprovou e eu, Prefeito do Município de Campinas, sanciono e promulgo a seguinte Lei:
Art. 1 Fica revogada a Lei no 7.181 de 09 de outubro de 1992.
Art. 2 Esta Lei entra em vigor na data de sua publicação";"REVOGA A LEI Nº 7.181, DE 09 DE OUTUBRO DE 1992, QUE ""DISPÕE SOBRE A PROIBIÇÃO DE INSTALAÇÃO DE ABRIGOS DE ÔNIBUS E DÁ OUTRAS PROVIDÊNCIAS.";Prefeito Municipal;2019;2;sim
"Art. I O Poder Executivo Municipal estabelecerá número telefônico exclusivo para atendimento dos serviços Castramóvel e Samu Animal.
Parágrafo único. O número telefônico a que se refere o caput ficará disponível para a população realizar denúncias e agendamentos e receber esclarecimentos de dúvidas e outras comunicações referentes ao Castramóvel e ao Samu Animal.
Art. 2 0 número telefônico 156, administrado pela Prefeitura, deixará de atender aos serviços referidos no parágrafo único do art. 1 2 desta Lei após a fixação e divulgação do número telefônico exclusivo de atendimento dos serviços Castramóvel e Samu Animal.
Art. 3 As despesas decorrentes da execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 4 Esta Lei entra em vigor na data de sua publicação.
Art. 5 Ficam revogadas as disposições em contrário.";DETERMINA QUE SEJA ESTABELECIDO NÚMERO TELEFÔNICO EXCLUSIVO PARA ATENDIMENTO DOS SERVIÇOS CASTRAMÓVEL E SAMU ANIMAL.;Permínio Monteiro;2019;14;não
"Art. 1 Para garantia da proteção e do bem estar dos animais que vivem na rua, fica obrigada a instalação de dormitórios, bebedouros e comedouros públicos nas ruas do município.
S1 A construção dos dormitórios, dos comedouros e bebedouros públicos, bem como o seu abastecimento, não será de responsabilidade do órgão público municipal, devendo ser realizada pela comunidade, instituições públicas ou privadas ou por pessoas físicas comprometidas com a causa animal,
S2 Caberá a comunidade de onde estão localizados os dormitórios, comedouros e bebedouros públicos zelar pela sua conservação e higiene, ficando sujeito a fiscalização do órgão municipal responsável.
Artigo 2 Para confecção dos dormitórios, comedouros e bebedouros públicos poderão ser firmadas parcerias, levando o projeto para escolas, presídios, instituições de recuperação de jovens, sejam elas públicas ou privadas.
Artigo 3 Além das parcerias mencionadas no artigo anterior poderão ser realizadas campanhas para a arrecadação de materiais para confecção dos dormitórios, bebedouros e comedouros públicos, bem como, para arrecadação de ração para o abastecimento dos comedouros.
Artigo 4 É proibido retirar os dormitórios, bebedouros e comedouros públicos sem autorização do órgão municipal responsável, exceto para limpeza desde que seja feita devolução imediata.
Artigo 5 A danificação total ou parcial dos dormitórios, bebedouros e comedouros públicos será punida com multa de 500 UFICs (Unidades Fiscais de Campinas), sen do o valor revertido para a causa animal.
Parágrafo Único: Caso a pessoa responsável pela danificação não possua condições de pagar o valor da multa, poderá ser voluntaria na construção de novos bebedouros, comedouros e dormitórios públicos ou na higienização dos mesmos.
Artigo 6 As determinações contidas no artigo anterior deverão ser aplicadas e fiscalizadas pelo órgão municipal responsável.
Artigo 7 0 Poder Executivo complementará esta Lei no que for necessário.
Artigo 8 Esta Lei entra em vigor na data de sua publicação.";DISPÕE SOBRE A OBRIGATORIEDADE DA COLOCAÇÃO DE DORMITÓRIOS, COMEDOUROS E BEBEDOUROS PARA ANIMAIS DE RUA NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;Carmo Luiz;2019;14;não
"Art. 1 0 Fica denominado Centro de Educação Infantil Pastor Billy Graham o centro de educação infantil situado na Rua Juvenal de Oliveira, no 45, no bairro Jardim São Domingos.
Art. 20 Esta Lei entra em vigor na data de sua publicação.";DENOMINA CENTRO DE EDUCAÇÃO INFANTIL PASTOR BILLY GRAHAM UM CENTRO DE EDUCAÇÃO INFANTIL DO MUNICÍPIO DE CAMPINAS.;Filipe Marchesi;2019;9;não
"Art. 10 Fica declarada órgão de utilidade pública municipal a Associação Beneficente dos Amigos do Conjunto Residencial I.A.P.I., situada no município de Campinas, inscrita no Cadastro Nacional da Pessoa Jurídica CNPJ sob o número
14.566.472/0001-10.
Art. 2 0 Esta Lei entra em vigor na data da sua publicação.";DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ASSOCIAÇÃO BENEFICENTE DOS AMIGOS DO CONJUNTO RESIDENCIAL I.A.P.I.;Vinicius Gratti;2019;7;não
"Art. I Q Fica instituída, no município de Campinas, a implantação de sistema eletrônico de repasse de informações do banco de dados municipal para armazenar registros de vacinação no cartão do Sistema Unico de Saúde — SUS.
Art. 2 2 0 acesso aos registros de vacinação referidos no art. 1 2 será permitido aos funcionários do serviço de saúde e ao cidadão portador de carteira de vacinação. Art. 3 2 0 Poder Executivo regulamentará esta Lei no que couber.
Art. 4 2 Esta Lei entra em vigor na data de sua publicação.
Art. 5 2 Ficam revogadas as dis	ões em contrário.";INSTITUI, NO MUNICÍPIO DE CAMPINAS, O REPASSE DE INFORMAÇÕES DO BANCO DE DADOS MUNICIPAL PARA ARMAZENAMENTO DE REGISTROS DE VACINAÇÃO NO CARTÃO DO SISTEMA ÚNICO DE SAÚDE – SUS.;Professor Alberto;2019;6;não
ESTE  PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 17/2020.;DISPÕE SOBRE A CRIAÇÃO DO BILHETE ÚNICO COM VALIDADE DE 30 DIAS, PARA PASSAGEIROS, ESPORÁDICOS, E DÁ OUTRAS PROVIDÊNCIAS.;Professor Alberto;2019;6;não
"Art. 1 2 Fica acrescido o S 5 2 ao art. 3 2 da Lei n? 6.355, de 26 de dezembro de 1990, que passa a vigorar com a seguinte redação:
""Art. 3 2 
 
S 5 2 Ficam isentos da taxa de lixo os terrenos não edificados."" (NR)
Art. 2 2 Fica suprimido o inciso III do art. 5 2 da Lei n? 6.355, de 1990.
Art. 3 2 Esta Lei entra em vigor na data de sua publicação.";"ACRESCENTA O §5º AO ART. 3º E SUPRIME O INCISO III, DO ART. 5º DA LEI Nº 6.355, DE 26 DE DEZEMBRO DE 1990, QUE ""DISPÕE SOBRE A TAXA DE COLETA, REMOÇÃO E DESTINAÇÃO DE LIXO"".";Tenente Santini;2019;5;sim
"Art. 1 2 Fica instituído no município o Programa de Conscientização e Prevenção da Alienação Parental em Campinas, a ser realizado anualmente, de preferência no mês de abril.
Parágrafo único. O programa a que se refere o caput deste artigo passa a integrar o Calendário Oficial do Município de Campinas.
Art. 2 2 0 programa referido no art. 1 2 tem como objetivos:
I	- conscientizar os pais, os familiares e a comunidade sobre o importante tema da alienação parental,
II	- ampliar a discussão sobre a alienação parental com vistas à sua prevenção, buscando soluções para ela.
Art. 3 2 As despesas oriundas da execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 42 Esta Lei entra em vigor na data de sua publicação.
Art. 5 2 Ficam revogadas as disposições em contrário";INSTITUI O PROGRAMA DE CONSCIENTIZAÇÃO E PREVENÇÃO DA ALIENAÇÃO PARENTAL EM CAMPINAS.;Luiz Cirilo;2019;12;não
"Art. I P Ficam obrigados os fornecedores, granjeiros e demais produtores de ovos a imprimir a data de validade de cada unidade de ovo em sua respectiva casca.
Art. 2 2 A tinta utilizada para impressão da data de validade deverá ser atóxica e ter seu uso liberado pelo Ministério da Agricultura.
Art. 3 2 Aquele que infringir a determinação desta Lei ficará sujeito a multa de 1.500 (mil e quinhentas) Unidades Fiscais de Campinas — UFICs.
Parágrafo único. No caso de reincidência, o valor da multa será o dobro do valor daquela anteriormente aplicada.
Art. 4 2 0 estabelecimento comercial de venda de ovos deverá informar ao consumidor, por meio de placa ou cartaz, que cada unidade de ovo tem demarcada sua data de validade de acordo com esta Lei.
Art. 5 2 Esta Lei entra em vigor na data de sua publicação.
Art. 6 2 Ficam revogadas as leis em contrário.";DISPÕE SOBRE A OBRIGATORIEDADE DE IMPRIMIR NAS CASCAS DOS OVOS SUA DATA DE VALIDADE.;Permínio Monteiro;2019;6;não
"Art. 1 2 Fica instituído no município de Campinas o mês Fevereiro Violeta, dedicado à realização de campanha pela erradicação do analfabetismo em Campinas.
Art. 2 2 No mês Fevereiro Violeta será realizada a busca ativa de pessoas que não tiveram a oportunidade de frequentar a sala de aula no tempo propício.
Art. 3 2 Esta Lei entra em vigor na data de sua publicação.";INSTITUI O MÊS FEVEREIRO VIOLETA, DEDICADO À REALIZAÇÃO DE CAMPANHA PELA ERRADICAÇÃO DO ANALFABETISMO EM CAMPINAS.;Carmo Luiz;2019;10;não
"Art. 1 0 Fica instituída no município de Campinas a obrigação dos estabelecimentos de serviços de saúde, público ou privado, oferecerem atendimento prioritário no que se refere a horários de exames laboratoriais aos portadores de diabetes.
Parágrafo Único - O munícipe interessado na obtenção do benefício que esta lei trata deverá informar e comprovar no ato da solicitação do exame a sua condição de diabético ao responsável pelo serviço, que determinará as providências cabíveis.
Art. 20 0 descumprimento desta lei sujeitará as instituições de saúde às seguintes penalidades: I — advertência, II - multa de R$ 5.000,00 (cinco mil reais), III - havendo reincidência, multa em dobro, R$ 10.000,00 (dez mil reais), IV  suspensão de alvará de funcionamento.
Art. 3 0 As despesas decorrentes da execução desta lei correrão por conta das dotações orçamentárias próprias, suplementadas se necessário.
Art. 40 Esta lei entrará em vigor após 30 (trinta dias) da data de sua publicação.";DISPÕE SOBRE A IMPLANTAÇÃO DO PROGRAMA DE ATENDIMENTO PRIORITÁRIO EM ESTABELECIMENTOS PÚBLICOS E PRIVADOS DE SAÚDE A PACIENTE DIABÉTICO NA REALIZAÇÃO DE EXAMES MÉDICOS E LABORATORIAIS.;Marcelo Silva;2019;7;não
"Art. 10 As organizações públicas e privadas, incluindo microempreendedores individuais, bem como as entidades da administração direta, autárquica e fundacional de Campinas ficam obrigadas a substituir o consumo de alimentos, incluindo copos e canudos de plásticos fornecidos a título oneroso ou gratuito, por produtos elaborados a partir de materiais biodegradáveis.
S 10 Para aplicação desta Lei, entende-se por materiais biodegradáveis aqueles materiais não oriundos de polímeros sintéticos fabricados à base de petróleo, elaborados a partir de matérias orgânicas como fibras naturais celulósicas, amidos de milho e mandioca, bagaço de cana, óleo de mamona, cana- de- açúcar, beterraba, ácido lático, milho e proteína de soja e outras fibras e materiais orgânicos.
S 20 Fica o Município de Campinas obrigada, a partir da vigência desta lei, exigir em seus novos editais de contratação.
Art. 20- A inobservância do disposto nesta Lei implicará ao infrator à seguintes penalidades:
l- multa, no valor de R$ 1.000,00 (um mil reais) a R$ a 5.000,00 (cinco mil reais), de acordo com o porte do estabelecimento, conforme critérios a serem definidos em regulamento próprio.
Il- em caso de reincidência, cumular-se-á a multa com suspensão das atividades.
SIO Em caso de nova reincidência, a multa será aplicada em dobro.
S20 os valores previstos no inciso I serão atualizados anualmente pelo índice oficial do Poder Executivo.
Art.30- Esta lei entrará em vigor na data de sua publicação";DISPÕE SOBRE A OBRIGATORIEDADE DOS ESTABELECIMENTOS COMERCIAIS UTILIZAREM CANUDO E COPO FABRICADOS COM PRODUTOS BIODEGRADÁVEIS NA FORMA QUE MENCIONA.;Paulo Haddad;2019;14;não
ESTE   PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 30/2020.;DISPÕE SOBRE A OBRIGATORIEDADE DAS EMPRESAS DE TRANSPORTE MUNICIPAL DE PASSAGEIROS NO MUNICÍPIO DE CAMPINAS INSCREVEREM, NAS DUAS LATERAIS E NA PARTE DIANTEIRA EXTERNA DOS VEÍCULOS, O ANO DE FABRICAÇÃO DO VEÍCULO, E DÁ OUTRAS PROVIDÊNCIAS.;Carlão do PT;2019;11;não
"Art. I P As propagandas e ações de comunicação de atos, programas, obras, serviços e campanhas dos órgãos da Administração Pública direta e indireta no âmbito do Município de Campinas deverão ter caráter educativo, informativo ou de orientação social, somente podendo ser realizadas em casos de justificada relevância e incontroversa necessidade.
Parágrafo único, A realização das propagandas e ações de comunicação de que trata o caput deste artigo deverá ser sempre precedida de pormenorizada justificação do órgão solicitante da divulgação.
Art. 2 2 Em caso de necessidade de contratação, pela Administração Pública, de serviços de publicidade prestados por intermédio de agências de propaganda, o valor total de todas as contratações anuais não poderá exceder ao valor gasto no exercício imediatamente anterior corrigido pela variação do índice Nacional de Preços ao Consumidor Amplo — IPCA, publicado pelo Instituto Brasileiro de Geografia e Estatística — IBGE, ou outro índice que vier a substituí-lo.
Parágrafo único. Para as contratações previstas no caput deste artigo, o órgão da Administração Pública direta ou indireta, no âmbito do Município de Campinas, deverá observar o disposto no art. I P desta Lei.
Art. 3 2 Ficam subordinados ao disposto nesta Lei os órgãos do Poder Executivo e do Poder Legislativo, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pelo Município, assim como as pessoas da Administração Pública direta e indireta do Município de Campinas.
Art. 4 2 Esta Lei entra em vigor na data de sua publicação.";DISPÕE SOBRE A PUBLICIDADE DE ATOS, PROGRAMAS, OBRAS, SERVIÇOS E CAMPANHAS DOS ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA DIRETA E INDIRETA NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;Nelson Hossri;2019;1;sim
"Art. 1 0 Fica denominado Praça Lya Thereza de Bugelli Avallone o Sistema de Lazer 02 .com área de 5.341 ,65m2) do loteamento Ville Sainte-Hélêne, localizado no distrito de Sousas, situado entre a Rua Ana Viana Silveira Franco (Rua 03), uma área de preservação permanente e a Área Institucional 1, todas no mesmo loteamento, e a divisa com o loteamento Parque das Araucárias.
Art. 2 0 Esta Lei entra em vigor na data de sua publicação.";DENOMINA PRAÇA LYA THEREZA DE BUGELLI AVALLONE UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;Fernando Mendes;2019;9;não
"Art. 10 Fica assegurada a prioridade de matrícula nos estabelecimentos de ensino da rede pública municipal de mulheres em situação de violência doméstica e familiar, bem como seus (suas) filhos (as) e demais dependentes legais, nos termos da Lei Federal n o 11.340, de 7 de agosto de 2006, e que mudaram de domicílio, a fim de garantir-lhes condições de recomeço da vida social educacional.
SIO Para comprovação da condição abrangida por esta Lei e efetivação da matrícula ou transferência, deverão ser apresentados um dos seguintes documentos:
I	- termo de encaminhamento de unidade da rede municipal, estadual ou federal de proteção e atendimento às mulheres em situação de violência doméstica e familiar,
II	— termo de encaminhamento de Organização Não Governamental — ONG ligada à defesa e proteção dos direitos das mulheres,
III	- cópia do Boletim de Ocorrência que formalizou a denúncia de violência doméstica e familiar, emitido preferencialmente pela Delegacia Especializada de Atendimento à Mulher,
920 Havendo necessidade de mudança de endereço da mãe com o objetivo de garantir a segurança da família, fica assegurada a transferência da criança para outra unidade de ensino.
Art. 20 Art. 20 . Esta Lei entra em vigor na data da sua publicação, tornando-se revogadas todas as disposições existentes em contrário.";ESTABELECE PRIORIDADE DE MATRÍCULA NOS ESTABELECIMENTOS DE ENSINO DA REDE PÚBLICA NO MUNICÍPIO DE CAMPINAS PARA MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E FAMILIAR, BEM COMO SEUS FILHOS E FILHAS.;Carlão do PT;2019;7;não
ESTE  PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 14/2020;DISPÕE SOBRE O COMPARTILHAMENTO DE BICICLETAS EM VIAS E LOGRADOUROS PÚBLICOS NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;Marcelo Silva;2019;4;sim
"Art. 1 0 Fica denominado Rua Margarida Occiena a Rua 01 do Núcleo Residencial Vila Vitoria
Art. 2 0 Esta Lei entra em vigor na data de sua publicação.";DENOMINA RUA MARGARIDA OCCHIENA UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Vinicius Gratti;2019;9;não
"A Câmara Municipal de Campinas aprovou e eu, Prefeito Municipal de Campinas, sanciono e promulgo a seguinte Lei:
Art. 10. Fica criada a semana municipal do jovem aprendiz no município de Campinas, a ser comemorada anualmente na quarta semana do mês de abril.
Art. 20 . A semana criada no caput do artigo 10 desta Lei, tem o intuito de divulgar o programa Jovem Aprendiz instituído pela Lei no 10.097 de 19 de Dezembro de 2000, visando a realização ações no município de Campinas o intuito de conscientizar tanto os jovens como as empresas da importância desse projeto que garante a formação técnico profissional e remuneração financeira para os jovens e benefícios para as empresas contratantes.
Parágrafo Unico: Durante a semana serão realizadas diversas atividades, oficinas, debates e atos públicos pela promoção da Programa Jovem Aprendiz em ONG's e Instituições que tem seu trabalho voltado para o assunto.
Art. 30 . O Executivo regulamentará esta Lei no que couber, quando necessário.
Art. 40. As despesas decorrentes da execução desta Lei correrão por conta do Conselho
Municipal dos Direitos da Criança e do Adolescente (CMDCA).";DISPÕE SOBRE A CRIAÇÃO DA SEMANA DO JOVEM APRENDIZ NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;Filipe Marchesi;2019;10;não
"Art. I P A nomeação para os cargos de presidente e de diretor de administração de sociedades de economia mista de capital fechado, autarquias e fundações do Município de Campinas obedecerá às condições estabelecidas nesta Lei.
Art. 2 2 0 pretendente indicado a cargo referido no art. 1 2 deverá:
I - apresentar à Câmara Municipal de Campinas os seguintes documentos:
a)	certidão negativa dos distribuidores cível e criminal do Tribunal de Justiça do Estado de São Paulo e da comarca de seu domicílio;
b)	certidão negativa do Tribunal de Contas do Estado de São Paulo;
c)	certidão negativa do serviço de proteção ao crédito da Associação Comercial do Estado e do Cadastro de Emitentes de Cheques sem Fundos do Banco Central do Brasil;
d)	certidão de quitação de débitos fiscais com a União, o Estado e o Município de seu domicílio;
e)	certidão de quitação eleitoral;
f)	documentos relativos à sua formação acadêmica, discriminando os cursos realizados, e também referências quanto à sua capacitação técnica, mediante a indicação dos entes públicos e privados em que desempenhou efetiva atividade profissional;
g)	declaração de que não mantém e não manterá qualquer tipo de relação comercial com a Administração Pública direta e indireta do Município de Campinas;
II - ter experiência profissional de no mínimo dez anos, no setor público ou privado, na área de atuação para a qual foi indicado ou ter formação acadêmica compatível com o cargo para o qual foi indicado;
III - não se enquadrar nas hipóteses de inelegibilidade previstas na Lei Complementar Federal n e 64, de 18 de maio de 1990.
S I P Os documentos referidos no inciso I do caput deste artigo deverão ser apresentados também pelo cônjuge do pretendente indicado ao cargo.
S 2 P A documentação referida no inciso I do caput deste artigo será remetida à Câmara Municipal de Campinas pelo menos vinte dias antes da posse.
S 3 2 A posse no cargo só ocorrerá após apreciação da indicação pela Câmara Municipal de Campinas, em sessão designada especialmente para esse fim, que votará por sua aprovação ou não, facultada a arguição pessoal do pretendente indicado.
Art. 3 2 Os ocupantes dos cargos de que trata o art. I P na data de publicação desta Lei deverão atender às exigências estabelecidas no art. 2 2 no prazo de noventa dias, a contar da entrada em vigor desta Lei,
Art. 4 2 As despesas decorrentes desta Lei correrão por conta de dotação orçamentária própria, suplementada se necessário.
Art. 5 2 Esta Lei entra em vigor na data de sua publicação.";ESTABELECE CRITÉRIOS A SEREM OBSERVADOS PARA A NOMEAÇÃO A CARGOS DE DIREÇÃO EM SOCIEDADES DE ECONOMIA MISTA DE CAPITAL FECHADO, AUTARQUIAS E FUNDAÇÕES DO MUNICÍPIO DE CAMPINAS.;Tenente Santini;2019;1;sim
